post_id,post_timestamp,comment_id,comment_timestamp,comment_username,comment_text,comment_scrape_date,comment_user_id,comment_like_count,comment_reply_count,comment_did_report_as_spam,comment_hashtags,comment_mentions,reply_id,reply_timestamp,reply_username,reply_text,reply_scrape_date,reply_user_id,reply_like_count,reply_hashtags,reply_mentions,text_for_analysis,sentiment_label,sentiment_score,toxicity_toxicity,toxicity_severe_toxicity,toxicity_obscene,toxicity_identity_attack,toxicity_insult,toxicity_threat,toxicity_sexual_explicit
3326397953000925645,2024-03-18T10:46:45.000Z,18042768599063425,2024-09-22T08:13:32.000Z,isitevenpossible2,so you are very dexterous and good with your hands?,2025-03-26T12:38:18.167Z,7501599897.0,0.0,0.0,False,[],[],,,,,,,,,,so you are very dexterous and good with your hands?,positive,0.4511379897594452,0.00554637610912323,4.9357415264239535e-05,0.0005308051477186382,0.00024242690415121615,0.003947553224861622,0.0001544536353321746,0.00011417060159146786
3326397953000925645,2024-03-18T10:46:45.000Z,18023866532263503,2024-07-10T18:12:10.000Z,sarahcassandro,#wherestheinterpreter Please have a live BSL terp on any govn’t announcements next to the PM and so forth!,2025-03-26T12:38:18.167Z,5098460.0,0.0,0.0,False,['#wherestheinterpreter'],[],,,,,,,,,,#wherestheinterpreter Please have a live BSL terp on any govn’t announcements next to the PM and so forth!,neutral,0.6651064157485962,0.00046004136675037444,1.6396192222600803e-05,8.466195868095383e-05,9.247922571375966e-05,0.00020830033463425934,2.744228913797997e-05,1.9312712538521737e-05
3326397953000925645,2024-03-18T10:46:45.000Z,18024794060048183,2024-07-09T20:13:01.000Z,daisy_bon,Amazing work,2025-03-26T12:38:18.167Z,2080458940.0,0.0,0.0,False,[],[],,,,,,,,,,Amazing work,positive,0.8471558690071106,0.0004448033287189901,2.565656541264616e-05,0.000170998289831914,0.00010412115079816431,0.0002115385577781126,3.748968447325751e-05,2.2798452846473083e-05
3326397953000925645,2024-03-18T10:46:45.000Z,18064152907483756,2024-05-15T17:44:52.000Z,jjjjjo45678,You are the best,2025-03-26T12:38:18.167Z,33617805283.0,0.0,0.0,False,[],[],,,,,,,,,,You are the best,positive,0.9249589443206787,0.008609075099229813,1.753627475409303e-05,0.00032571799238212407,8.501201955368742e-05,0.004729646258056164,4.1395869629923254e-05,4.472426007851027e-05
3326397953000925645,2024-03-18T10:46:45.000Z,18131817796336257,2024-04-12T21:18:50.000Z,health_more_than_wealth,So cute,2025-03-26T12:38:18.167Z,2888320150.0,0.0,0.0,False,[],[],,,,,,,,,,So cute,positive,0.7567004561424255,0.0009885041508823633,1.6812180547276512e-05,0.00012673292076215148,0.00011188894131919369,0.0003779127146117389,3.100495814578608e-05,1.7520611436339095e-05
3326397953000925645,2024-03-18T10:46:45.000Z,17894212334992484,2024-04-02T07:25:52.000Z,tasneemjamila1938,@angelaraynermp  remember when you spoke in parliament about the boycotting and you supported the anti boycott bill -I wonder what you are thinking now and if you have any time to think maybe I got it wrong - they want to boycott Israel because their government is genocidal and a bunch of psychopaths? Have you been following all the resports ? I wonder do you feel stupid now ? Do you feel guilty about the position you all took ? Do you think shit that wasn’t a great move ?,2025-03-26T12:38:18.167Z,355049208.0,0.0,0.0,False,[],['@angelaraynermp'],,,,,,,,,,@angelaraynermp  remember when you spoke in parliament about the boycotting and you supported the anti boycott bill -I wonder what you are thinking now and if you have any time to think maybe I got it wrong - they want to boycott Israel because their government is genocidal and a bunch of psychopaths? Have you been following all the resports ? I wonder do you feel stupid now ? Do you feel guilty about the position you all took ? Do you think shit that wasn’t a great move ?,negative,0.9045460224151611,0.9842981100082397,0.009517044760286808,0.8499178886413574,0.003053633263334632,0.9037725329399109,0.0017968127503991127,0.005378671456128359
3326397953000925645,2024-03-18T10:46:45.000Z,17937444326718104,2024-03-29T09:56:38.000Z,elayinecripps,"Please ignore the rubbish comments and just listen to the good. Many of us behind you, we just don’t shout. We will however vote! ❤",2025-03-26T12:38:18.167Z,48373633081.0,0.0,0.0,False,[],[],,,,,,,,,,"Please ignore the rubbish comments and just listen to the good. Many of us behind you, we just don’t shout. We will however vote! ❤",positive,0.47616827487945557,0.6278331875801086,4.279454151401296e-05,0.0014606862096115947,0.0005901873810216784,0.5439003109931946,0.00015778327360749245,0.0001716103288345039
3326397953000925645,2024-03-18T10:46:45.000Z,17970848084565602,2024-03-28T11:51:17.000Z,adamchelsea8,Let's have look at your tax Affairs as you was asking Tories to do it,2025-03-26T12:38:18.167Z,235345461.0,0.0,0.0,False,[],[],,,,,,,,,,Let's have look at your tax Affairs as you was asking Tories to do it,neutral,0.5248194932937622,0.00043993472354486585,1.8857695977203548e-05,0.00011304126383038238,8.254445128841326e-05,0.0001977048086700961,2.843638685590122e-05,2.462708653183654e-05
3326397953000925645,2024-03-18T10:46:45.000Z,17917674560876124,2024-03-25T23:52:43.000Z,audunssongudmundur,"Great project. Now, what do you have to say about the deliberate starvation of Palestinian people in Gaza by the Israeli government? Priorities?",2025-03-26T12:38:18.167Z,60518787166.0,0.0,0.0,False,[],[],,,,,,,,,,"Great project. Now, what do you have to say about the deliberate starvation of Palestinian people in Gaza by the Israeli government? Priorities?",negative,0.5348709225654602,0.024521244689822197,5.8166271628579125e-05,0.00028242639382369816,0.009004883468151093,0.0011154365492984653,0.0007418030872941017,0.00012128371599828824
3326397953000925645,2024-03-18T10:46:45.000Z,18027075265953713,2024-03-25T00:04:35.000Z,wake_up_wendy,"I just watched your interview with Rory Stewart and Alistair Campbell. You’re an amazing woman! Incredibly honest, absolutely brilliant!! And the thing you want to be remembered for? Please do it!!",2025-03-26T12:38:18.167Z,8651899734.0,0.0,0.0,False,[],[],,,,,,,,,,"I just watched your interview with Rory Stewart and Alistair Campbell. You’re an amazing woman! Incredibly honest, absolutely brilliant!! And the thing you want to be remembered for? Please do it!!",positive,0.9216843843460083,0.002552094403654337,0.00010884967196034268,0.0004972189199179411,0.0007876862655393779,0.0012399902334436774,0.00017002489767037332,0.0003261390083935112
